id,name,description,picture_url,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,host_is_superhost,host_response_time,host_response_rate,host_acceptance_rate,reviews_per_month,region,cleaned_name
9.39E+17,[BUGIS] Cinematic Deluxe Family with POOL,"REST BUGIS HOTEL is is located strategically in the heritage neighbourhood Bugis and is accessible via Bugis MRT. <br /><br />A bustling district full of convenient amenities, there are markets, food centers, and tourist attractions around the vicinity. <br /><br />The room has a 100-inch projector and smart room system.<br /><br />・ 2 minute walk to famous north bridge road and night market. <br />・ 15 minutes drive to Clark Quay and night life.<br />・ 7 minute walk to Bugis Junction and MRT station.<br />・ Restaurant and shops next door",https://a0.muscache.com/pictures/miso/Hosting-938672532615874999/original/8bde7dca-9f41-46a7-8fe5-185b47e9e0e6.jpeg,Rochor,1.3040854,103.859466,Room in hotel,Private room,3,1 private bath,1,2,336,1,9,4.56,4.44,4.89,4.89,4.33,4.78,4.33,TRUE,FALSE,within an hour,93%,100%,0.54,Central Region,BUGIS Cinematic Deluxe Family
9.39E+17,"Double Room, Short Overnight, 11 hours: 8PM-7AM","Short overnight stays are your ideal choice if you need a space to spend the night, rest and refresh yourself after a long day of work, and also well-suited for travelers with odd flight timings.",https://a0.muscache.com/pictures/miso/Hosting-938816375662381740/original/acf506a1-129f-4e68-956d-75daa45a1ed8.jpeg,Downtown Core,1.2973839,103.85516,Room in hotel,Private room,2,1 bath,1,1,134,1,11,4.91,4.82,5,4.73,4.91,5,4.73,TRUE,TRUE,within an hour,100%,98%,0.9,Central Region,Double Room Short Overnight hours 8PM7AM
9.39E+17,"Double Room,Window,Short Overnight,11hours:8PM-7AM","Short overnight stays are your ideal choice if you need a space to spend the night, rest and refresh yourself after a long day of work, and also well-suited for travelers with odd flight timings.",https://a0.muscache.com/pictures/miso/Hosting-938821130208338925/original/b70a1e93-09e7-4529-8444-c43438ca9754.jpeg,Downtown Core,1.29578,103.85473,Room in hotel,Private room,2,1 bath,1,1,150,1,8,4.88,5,5,4.63,5,5,4.88,TRUE,TRUE,within an hour,100%,98%,0.69,Central Region,Double RoomWindowShort Overnight11hours8PM7AM
9.39E+17,[BUGIS] Cinematic Family Room slide/pool/projector,"REST BUGIS HOTEL is is located strategically in the heritage neighbourhood Bugis and is accessible via Bugis MRT. <br /><br />A bustling district full of convenient amenities, there are markets, food centers, and tourist attractions around the vicinity. <br /><br />The room has a 100-inch projector and smart room system.<br /><br />・ 2 minute walk to famous north bridge road and night market. <br />・ 15 minutes drive to Clark Quay and night life.<br />・ 7 minute walk to Bugis Junction and MRT station.<br />・ Restaurant and shops next door",https://a0.muscache.com/pictures/miso/Hosting-938826741220769481/original/7235636a-cb91-4188-a23d-d60c802f265e.jpeg,Rochor,1.3040854,103.859466,Room in hotel,Private room,4,1 private bath,1,3,492,1,7,4.71,4.86,4.86,4.86,4.43,4.86,4.71,TRUE,FALSE,within an hour,93%,100%,0.71,Central Region,BUGIS Cinematic Family Room slidepoolprojector
9.40E+17,[BUGIS] Cinematic Superior Double w Balcony/Pool,"REST BUGIS HOTEL is is located strategically in the heritage neighbourhood Bugis and is accessible via Bugis MRT. <br /><br />A bustling district full of convenient amenities, there are markets, food centers, and tourist attractions around the vicinity. <br /><br />The room has a 100-inch projector and smart room system.<br /><br />・ 2 minute walk to famous north bridge road and night market. <br />・ 15 minutes drive to Clark Quay and night life.<br />・ 7 minute walk to Bugis Junction and MRT station.<br />・ Restaurant and shops next door",https://a0.muscache.com/pictures/miso/Hosting-939706932525817048/original/92b74807-b7e0-4ab6-9c50-ed0ed1d4ebab.jpeg,Rochor,1.3040854,103.859466,Room in hotel,Private room,2,1 private bath,1,1,227,1,5,4,4.2,5,5,4.8,4.2,4,TRUE,FALSE,within an hour,93%,100%,0.48,Central Region,BUGIS Cinematic Superior Double w BalconyPool
9.40E+17,[BUGIS] Cinematic Deluxe Double w Balcony and POOL,"REST BUGIS HOTEL is is located strategically in the heritage neighbourhood Bugis and is accessible via Bugis MRT. <br /><br />A bustling district full of convenient amenities, there are markets, food centers, and tourist attractions around the vicinity. <br /><br />The room has a 100-inch projector and smart room system.<br /><br />・ 2 minute walk to famous north bridge road and night market. <br />・ 15 minutes drive to Clark Quay and night life.<br />・ 7 minute walk to Bugis Junction and MRT station.<br />・ Restaurant and shops next door",https://a0.muscache.com/pictures/miso/Hosting-939714606306548233/original/f8613603-5bfb-4411-b365-d48a75ab9d57.jpeg,Rochor,1.3040854,103.859466,Room in hotel,Private room,2,1 private bath,1,1,235,1,5,3.6,3.4,3.8,4.2,3.4,3.4,3,TRUE,FALSE,within an hour,93%,100%,0.35,Central Region,BUGIS Cinematic Deluxe Double w Balcony
9.42E+17,"Bisque 4A in House Rong, Figment Boutique Homes.","Unwind yourself in the warm space of Bisque 4A studio in House Rong, housed within an Art Deco-styled 1939 heritage shophouse. Learn more @ www . figment . live . Common areas and bedrooms are embellished with local artist Rong Choy’s playful nature-inspired installations that correlate with the interiors’ colour palettes and wood furnishings. Each floor has a common area accompanied by amenities such as a kitchenette, shared bathroom and a washing machine that is shared among 3 rooms.",https://a0.muscache.com/pictures/miso/Hosting-942498058629533851/original/30ad7a15-8477-4332-8fe9-a2ee7891b40f.jpeg,Marine Parade,1.30706,103.90514,Entire home,Entire home/apt,2,1 bath,1,1,120,13,3,4.67,4.33,4.33,5,4.33,5,4.33,FALSE,FALSE,within a few hours,90%,90%,0.49,Central Region,Bisque 4A in House Rong Figment Boutique Homes
9.43E+17,"Bisque 4C Private Room, Shared Bath in House Rong","Unwind yourself in the warm and inviting space of Bisque 4C in House Rong, housed within an Art Deco-styled 1939 heritage shophouse. Learn more @ www . figment . live . Common areas and bedrooms are embellished with local artist Rong Choy’s playful nature-inspired installations that correlate with the interiors’ colour palettes and wood furnishings. Each floor has a common area accompanied by amenities such as a kitchenette, shared bathroom and a washing machine that is shared among 3 rooms.",https://a0.muscache.com/pictures/miso/Hosting-943163894208432026/original/a801b5d9-5556-4317-b9bd-4efef2a88516.jpeg,Marine Parade,1.307892516,103.9049367,Private room in home,Private room,1,1 bath,1,1,90,13,1,3,3,3,4,4,4,3,FALSE,FALSE,within a few hours,90%,90%,1,Central Region,Bisque 4C Private Room Shared Bath in House Rong
9.43E+17,"Bisque 4D Private Room, Shared Bath in House Rong","Unwind yourself in the warm and inviting space of Bisque 4D in House Rong, housed within an Art Deco-styled 1939 heritage shophouse. Learn more @ www . figment . live . Common areas and bedrooms are embellished with local artist Rong Choy’s playful nature-inspired installations that correlate with the interiors’ colour palettes and wood furnishings. Each floor has a common area accompanied by amenities such as a kitchenette, shared bathroom and a washing machine that is shared among 3 rooms.",https://a0.muscache.com/pictures/miso/Hosting-943220901216594659/original/2c850c53-d248-4ab1-b31e-7dc406c095c7.jpeg,Marine Parade,1.306417923,103.9051723,Private room in home,Private room,1,1 bath,1,1,90,13,3,5,5,4.67,4.67,5,5,5,FALSE,FALSE,within a few hours,90%,90%,0.6,Central Region,Bisque 4D Private Room Shared Bath in House Rong
9.44E+17,3 Bedroom Apartment/Great World City/Zion Road,"A mere 3-minute walk from Great World MRT Station, Great World Serviced Apartments is situated in the popular River Valley neighbourhood, also known as District 9 in Singapore. Conveniently accessible to key business zones and major shopping districts, our wide selection of spacious and fully furnished apartments, complemented with comprehensive lifestyle facilities, await expatriates and travellers seeking extended or temporary accommodation.",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6OTQ0NDQ5NDgyMjEwNjAwMTAz/original/e8cb0873-7b13-4b92-aae9-d352da3bb0c4.jpeg,Singapore River,1.29531751,103.830935,Entire serviced apartment,Entire home/apt,6,3 baths,3,4,852,6,3,4.33,4.67,5,5,3.67,5,4.67,FALSE,FALSE,within a day,90%,87%,0.28,Central Region,Singapore River entire home/apt
9.45E+17,VicHaus | Twin Room | 18 SQM | East | Pool,"Relax at VicHaus, where every stay feels like coming home. We know you will simply love our vibrant, culturally rich neighbourhood at Joo Chiat. There is so much to do here, whether you are a foodie, a beach lover, or a shopaholic. When you are done for the day, come home to VicHaus and soak your weariness away in our Jacuzzi. Alternatively, celebrate your evening by having a BBQ with your loved ones on our rooftop. Here at VicHaus, we want you to enjoy every day of your stay. Check us out!",https://a0.muscache.com/pictures/miso/Hosting-944612487124738868/original/0ef0802c-1d96-4fec-9063-719c0c66bad3.jpeg,Marine Parade,1.304722105,103.9059791,Private room in serviced apartment,Private room,2,1 private bath,1,2,248,6,2,5,5,5,5,5,5,5,TRUE,TRUE,within an hour,100%,100%,0.2,Central Region,VicHaus Twin Room SQM East Pool
9.49E+17,VicHaus | Standard Room | 18 SQM | East | Pool,"Relax at VicHaus, where every stay feels like coming home. We know you will simply love our vibrant, culturally rich neighbourhood at Joo Chiat. There is so much to do here, whether you are a foodie, a beach lover, or a shopaholic. When you are done for the day, come home to VicHaus and soak your weariness away in our Jacuzzi. Alternatively, celebrate your evening by having a BBQ with your loved ones on our rooftop. Here at VicHaus, we want you to enjoy every day of your stay. Check us out!",https://a0.muscache.com/pictures/miso/Hosting-948700412652397998/original/a72061fe-c01f-4127-b011-6cc658968db9.jpeg,Marine Parade,1.305685925,103.9050283,Private room in serviced apartment,Private room,2,1 private bath,1,1,247,6,6,4.83,5,5,4.83,5,5,4.83,TRUE,TRUE,within an hour,100%,100%,0.38,Central Region,VicHaus St
9.50E+17,[BUGIS] Cinematic Family Suite with POOL,"REST BUGIS HOTEL is is located strategically in the heritage neighbourhood Bugis and is accessible via Bugis MRT. <br /><br />A bustling district full of convenient amenities, there are markets, food centers, and tourist attractions around the vicinity. <br /><br />The room has a 100-inch projector and smart room system.<br /><br />・ 2 minute walk to famous north bridge road and night market. <br />・ 15 minutes drive to Clark Quay and night life.<br />・ 7 minute walk to Bugis Junction and MRT station.<br />・ Restaurant and shops next door",https://a0.muscache.com/pictures/miso/Hosting-949650431267779386/original/27064222-b461-48c4-bc4e-33aeb4c72c82.jpeg,Rochor,1.30364,103.86062,Room in hotel,Private room,4,1 private bath,1,3,535,1,2,5,5,5,5,5,5,4.5,TRUE,FALSE,within an hour,93%,100%,0.2,Central Region,BUGIS Cinematic Family Suite
9.55E+17,Masteroom with private bath (S) @ Central Imperial,Enjoy easy access to everything from this perfectly located home base.,https://a0.muscache.com/pictures/miso/Hosting-954625302085307833/original/bd1b02c8-a742-4351-8bc7-7047943b84d4.jpeg,Geylang,1.3124389,103.8790786,Private room in rental unit,Private room,1,1 private bath,1,1,50,92,3,5,4.67,5,4.67,5,4.33,5,FALSE,FALSE,within an hour,100%,88%,0.21,Central Region,Masteroom
9.58E+17,VicHaus | Single Room | 15 SQM | East | Pool,"Relax at VicHaus, where every stay feels like coming home. We know you will simply love our vibrant, culturally rich neighbourhood at Joo Chiat. There is so much to do here, whether you are a foodie, a beach lover, or a shopaholic. When you are done for the day, come home to VicHaus and soak your weariness away in our Jacuzzi. Alternatively, celebrate your evening by having a BBQ with your loved ones on our rooftop. Here at VicHaus, we want you to enjoy every day of your stay. Check us out!",https://a0.muscache.com/pictures/miso/Hosting-957684538892063912/original/fa0acc72-0db9-487f-a360-a9bd2225c3d8.jpeg,Marine Parade,1.304795711,103.9058954,Private room in serviced apartment,Private room,1,1 private bath,1,1,198,6,10,5,5,5,5,5,4.8,4.9,TRUE,TRUE,within an hour,100%,100%,0.65,Central Region,VicHaus Single Room SQM East Pool
9.59E+17,NEW Compact Studio Apt/WIFi @Somerset/Orchard Area,"The studio Apartment is located at Central. Being in a prime location, it provides easy access to central business districts and the iconic shopping belt of Orchard Road which offers an exciting blend of entertainment, retail and dining experiences.",https://a0.muscache.com/pictures/miso/Hosting-959465909045567964/original/aa444635-8609-4f53-a9c4-6f131f8ef71a.jpeg,River Valley,1.29461,103.83976,Entire serviced apartment,Entire home/apt,3,1 bath,1,1,209,2,21,4.48,4.67,4.62,4.62,4.57,4.48,4.43,TRUE,FALSE,within an hour,98%,100%,1.74,Central Region,NEW Compact Studio AptWIFi SomersetOrchard Area
9.60E+17,Single Bed in 4Pax Female Dorm,"Located in Singapore, 1.3 km from Singapore Sports Hub, D'Nova Hotel Kallang provides air-conditioned rooms and a garden. The property is situated 3.2 km from Bugis Street, 3.2 km from Mustafa Centre and 3.6 km from Suntec City. The accommodation features a shared kitchen, a shared lounge and organising tours for guests.<br />Guest rooms include a private bathroom, a hairdryer and bed linen.",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6OTYwMDMwMTI2MDcyMTQ2MDQx/original/a374f9c4-25b3-4e7d-973d-14f190287b2a.jpeg,Geylang,1.3119305,103.87775,Shared room in guesthouse,Shared room,1,1.5 shared baths,1,1,48,1,4,5,4.75,5,5,4.25,4.75,4.75,TRUE,FALSE,within an hour,81%,100%,0.24,Central Region,Single Bed in 4Pax Female Dorm
9.60E+17,Room for 4Pax (Private-Bathroom),"Located in Singapore, 1.3 km from Singapore Sports Hub, D'Nova Hotel Kallang provides air-conditioned rooms and a garden. The property is situated 3.2 km from Bugis Street, 3.2 km from Mustafa Centre and 3.6 km from Suntec City. The accommodation features a shared kitchen, a shared lounge and organising tours for guests.<br />Guest rooms include a private bathroom, a hairdryer and bed linen.",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6OTYwMDQ5NDMzMTExNzA5MjA5/original/ad86b6af-c7d3-4794-8bce-3ede4ff6f233.jpeg,Geylang,1.3119305,103.87775,Private room in guesthouse,Private room,4,1.5 baths,1,4,198,1,13,4.54,4.31,4.62,4.85,4.62,4.38,4.31,TRUE,FALSE,within an hour,81%,100%,1.03,Central Region,Room for 4Pax
9.74E+17,"Female Only Pod, Outside the action! (TYR-API-FE)","**Strictly Females Only** Enjoy personal space, breakfast, high speed Wi-Fi together with quality amenities. At {Dream Lodge}, we provide all your lodging needs. Well...almost Everything, just bring your DREAMS and rest the night with us.",https://a0.muscache.com/pictures/miso/Hosting-684569292064063698/original/d80650b3-9abd-49b4-8efc-6a402882907e.jpeg,Kallang,1.31104156,103.8599347,Shared room in bed and breakfast,Shared room,1,5 shared baths,1,1,62,1,8,5,5,4.88,5,5,5,4.88,TRUE,TRUE,within an hour,100%,97%,0.51,Central Region,Female Only Pod Outside the action
9.74E+17,Couple Pods. Outside the City! (TYR-API-COUP),"{DreamLodge} is a community style lodge designed for travellers who are passionate towards meeting people from different countries. At {DreamLodge}, we provide all your lodging needs. Well...almost Everything, just bring your DREAMS and rest the night with us.<br /><br />Located right outside city with 3 MRT stations (metro) and within walking distances to tourist sites, there are plenty of surprises at every corner right outside {DreamLodge}.",https://a0.muscache.com/pictures/miso/Hosting-684569292064063698/original/2aa8ce32-2651-40aa-b162-fafff40a83ee.jpeg,Kallang,1.3112,103.86191,Shared room in bed and breakfast,Shared room,2,5 shared baths,1,1,121,1,5,5,4.8,5,5,5,4.8,4.8,TRUE,TRUE,within an hour,100%,97%,0.36,Central Region,Couple Pods Outside the City
9.95E+17,Bugis Street One Bedroom,Live in a shophouse style apartment space with private access to the most IG-worthy places in Singapore.,https://a0.muscache.com/pictures/miso/Hosting-867839684888565674/original/134267a2-ef81-4425-8a88-0aa51326616b.jpeg,Downtown Core,1.300180295,103.8559462,Entire serviced apartment,Entire home/apt,3,1 bath,1,1,427,6,16,4.88,4.88,5,5,5,4.88,4.94,TRUE,TRUE,within an hour,98%,100%,1.14,Central Region,Bugis Street One Bedroom
9.95E+17,Bugis Street One Bedroom,Live in a shophouse style two-bedroom space with private access to the most IG-worthy places in Singapore.,https://a0.muscache.com/pictures/miso/Hosting-867839684888565674/original/134267a2-ef81-4425-8a88-0aa51326616b.jpeg,Downtown Core,1.3007,103.85593,Entire serviced apartment,Entire home/apt,3,1 bath,1,1,439,6,17,4.94,4.88,4.94,4.88,4.88,4.82,4.82,TRUE,TRUE,within an hour,98%,100%,1.23,Central Region,Bugis Street One Bedroom
9.95E+17,Bugis Street One Bedroom,"Let the sunlight and city sights welcome you home to Sunny Side. Our one-bedroom apartment features a bright and cosy living area, a fully-equipped kitchenette, and a separate bedroom with an ensuite for your private sanctuary.",https://a0.muscache.com/pictures/miso/Hosting-867839684888565674/original/134267a2-ef81-4425-8a88-0aa51326616b.jpeg,Downtown Core,1.30165,103.85618,Entire serviced apartment,Entire home/apt,3,1 bath,1,1,428,6,16,4.81,4.69,4.88,4.75,4.75,4.88,4.63,TRUE,TRUE,within an hour,98%,100%,1.14,Central Region,Bugis Street One Bedroom
9.96E+17,Deluxe Queen Room at CBD,Newly renovated hotel room location near the heart of Singapore! <br /><br />All linens are fresh and clean with rooms sanitized after every checkout. <br /><br />Don't miss our Renovation discount price!<br /><br />They is public transportation available near us as well as many cafes/hawkers/restaurant nearby! <br /><br />Important:<br />Our hotel is under renovation status where common area/lobby is still under renovation. <br />POTENTIAL Noise from Renovation may be heard.,https://a0.muscache.com/pictures/miso/Hosting-996212506657357548/original/1cf11e22-b145-4df5-961d-6178e22dc4e9.jpeg,Kallang,1.3131906,103.8596966,Room in hotel,Private room,2,1 private bath,1,1,139,1,215,4,3.97,3.87,4.46,4.41,4.37,3.88,TRUE,FALSE,within an hour,100%,100%,14.46,Central Region,Deluxe Queen Room at CBD
9.98E+17,New Easy Access Cozy Room Suite @City/SomersetArea,"The room is located at Central. Being in a prime location, it provides easy access to central business districts and the iconic shopping belt of Orchard Road which offers an exciting blend of entertainment, retail and dining experiences.",https://a0.muscache.com/pictures/miso/Hosting-997869777325712841/original/97d3dce3-8cee-47fa-8225-882df8e735f3.jpeg,River Valley,1.296342885,103.8401671,Private room in serviced apartment,Private room,3,1 private bath,1,1,174,2,19,4.89,4.89,5,4.89,4.89,4.68,4.74,TRUE,FALSE,within an hour,100%,99%,2.31,Central Region,New Easy Access Cozy Room Suite CitySomersetArea
9.99E+17,New Deluxe Studio Apt/Wi-Fi @Somerset Orchard Area,Your family will be close to everything when you stay at this centrally-located place.,https://a0.muscache.com/pictures/miso/Hosting-999267391650808320/original/051ed9d0-f325-4b1c-8e40-d586f9cd6152.jpeg,River Valley,1.29441,103.83947,Entire serviced apartment,Entire home/apt,5,1 bath,1,2,261,2,7,4.43,4.57,4.57,4.86,4.71,4.86,4.14,TRUE,FALSE,within an hour,99%,100%,0.49,Central Region,New Deluxe Studio AptWiFi Somerset Orchard Area
9.99E+17,NEW Central Deluxe 2QB Studio-Somerset/OrchardArea,"The studio Apartment is located at Central. Being in a prime location, it provides easy access to central business districts and the iconic shopping belt of Orchard Road which offers an exciting blend of entertainment, retail and dining experiences.",https://a0.muscache.com/pictures/miso/Hosting-999267804611326098/original/05265f0c-5e68-443b-af6a-7c82b210ed73.jpeg,River Valley,1.29595,103.83791,Entire serviced apartment,Entire home/apt,6,1 bath,1,2,352,2,21,4.48,4.43,4.57,4.62,4.86,4.62,4.29,TRUE,FALSE,within an hour,100%,100%,1.99,Central Region,NEW Central Deluxe 2QB StudioSomersetOrchardArea
1.00E+18,High Ceiling Cosy Fully Furnished Condo with Wifi,"Host is a professional living in a 2BR apartment. She enjoy hosting and prefer a short/ long term  guest who’s clean and tidy.<br />Min 7 days please DM<br /><br />- Compact air conditioned room for one person only.<br />- Clean , bright and high ceiling <br />- Built in wardrobe <br />- Near red line AMK MRT / YCK MRT<br />- Near Seletar airport <br /><br />For additional guest do drop me an inquiry ;  subject to availability<br />For security reasons actual address will not be disclosed prior to booking confirmation.",https://a0.muscache.com/pictures/hosting/Hosting-1000378112461970771/original/ccb73908-e3ca-4a22-b509-651a4faa3f56.jpeg,Ang Mo Kio,1.3913075,103.850404,Private room in condo,Private room,1,1 shared bath,1,1,78,92,9,4.78,4.67,4.89,4.67,4.89,4.11,4.67,FALSE,TRUE,within an hour,100%,86%,0.7,North-East Region,Ang Mo Kio private room
1.00E+18,Convenient Cosy City Apartment Room,Extreme convenience with location- located in Singapore Central Business District with 3 MRT train stations within walking distance. <br /><br />-Direct access via underground walkway network and mall. <br />-Major shopping malls within 1-2 train stops. <br />-Directly opposite Marina Bay water front.<br />-Premium condominium facilities. Overlooking the pool.,https://a0.muscache.com/pictures/miso/Hosting-1001704940131218226/original/0c452b19-0ad8-41d9-9739-5e8eba748c9f.jpeg,Downtown Core,1.28026,103.8525,Private room in rental unit,Private room,1,1 bath,1,1,69,92,1,5,5,5,5,5,5,5,FALSE,FALSE,within a day,80%,86%,0.54,Central Region,Convenient Cosy City Apartment Room
1.00E+18,"Executive Double, Window,3 mins to Farrer Park MRT","Amrise Hotel Kitchener is a boutique hotel, centrally located in Jalan Besar,3 minute walk to Farrer Park MRT and less than 5 min walk to Jalan Besar MRT stations.. The hotel is surrounded by many famous spots of restaurants and good local foods along with colorful traditional shophouses. The 24-hour Mustafa Shopping Center and City Square Mall are just a stone away, within 3 min walk distance. It is 10 minute walk to tourist-center Bugis Junction and Bugis Street.",https://a0.muscache.com/pictures/miso/Hosting-1002539983939016198/original/dc20adcb-7b58-46f8-9859-17a7c84e8a6c.jpeg,Kallang,1.309628606,103.8589713,Room in hotel,Private room,2,1 private bath,1,1,210,1,3,4.33,4,3.67,4.67,4.33,4.67,4.33,TRUE,FALSE,within an hour,90%,100%,0.35,Central Region,Executive Double Window Farrer Park
1.00E+18,Masteroom (S) @ central imperial,Keep it simple at this peaceful and centrally-located place.,https://a0.muscache.com/pictures/miso/Hosting-954625302085307833/original/bd1b02c8-a742-4351-8bc7-7047943b84d4.jpeg,Geylang,1.3124389,103.8790786,Private room in rental unit,Private room,1,1 bath,1,1,48,92,1,1,1,1,3,4,5,2,FALSE,FALSE,within an hour,100%,88%,0.08,Central Region,Masteroom central imperial
1.00E+18,Studio Suite around Orchard Road,"Conveniently located on Singapore’s bustling Orchard Road, named Orchard Point Serviced Apartments.<br /><br />Apartment Size: 44 sqm /470 sq ft<br />Sauna room/Gym/Pool<br />1 Dining Area<br />1 Queen Sized Bed<br />Max 2 to stay<br />1 Bathroom (Eco-friendly amenities)<br />Washer and Dryer group will enjoy easy access to everything from this centrally located place.<br /><br />* Accessibility: Due to the existing building structure, there are 2 to 3 steps up to each apartment door, as well as 1 to 2 internal steps.",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTAwMzkyMzUxNTgzOTU0ODQ3MQ%3D%3D/original/9ee112d4-c03d-4da2-aa76-7359250e2cb0.jpeg,Orchard,1.301185509,103.8412109,Entire serviced apartment,Entire home/apt,2,1 bath,0,1,248,6,2,4.5,4.5,4,5,5,4.5,4.5,TRUE,FALSE,within an hour,100%,100%,0.29,Central Region,Studio Suite around Orchard Road
1.00E+18,2 Deluxe Suite along Orchard,"Conveniently located on Singapore’s bustling Orchard Road, named Orchard Point Serviced Apartments.<br /><br />Apartment Size: 82 sqm /880 sq ft<br />Sauna room/Gym/Pool<br />1 Living and 1 Dining Area<br />1 Queen sized bed+ 1 Single bed<br />Max 3 to stay<br />2 Bathrooms (Eco-friendly amenities)<br />Washer and Dryer<br /><br />Accessibility: Due to the existing building structure, there are 2 to 3 steps up to each apartment door, as well as 1 to 2 internal steps.",https://a0.muscache.com/pictures/f245afdd-4724-43b7-b9b8-c225e4838ec7.jpg,Orchard,1.301421483,103.8406959,Entire serviced apartment,Entire home/apt,3,2 baths,2,2,464,6,3,4,4.33,4.33,3.67,4.33,4.67,4.33,TRUE,FALSE,within an hour,100%,100%,0.25,Central Region,Deluxe Suite along Orchard
1.01E+18,Single hotel room near Lavender MRT,Enjoy easy access to popular shops and restaurants from this charming place to stay.,https://a0.muscache.com/pictures/miso/Hosting-1005589427053270435/original/376cdef5-d376-4434-8aae-2c96f1f47f67.jpeg,Kallang,1.3109261,103.8618136,Room in hotel,Private room,1,1 private bath,1,1,87,1,29,4,4.17,3.79,4.52,4.21,4.45,3.72,TRUE,FALSE,within an hour,94%,100%,2.18,Central Region,Single hotel room
1.01E+18,Modern Duplex Penthouse near MRT,"Gorgeous 2 bedroom newly renovated duplex with massive terrace, right next to the MRT near the city.",https://a0.muscache.com/pictures/hosting/Hosting-1007193960238063590/original/371975b8-4d1e-4c84-a084-4ab7e0a1b187.jpeg,Queenstown,1.29130256,103.8073622,Entire rental unit,Entire home/apt,4,2 baths,2,2,176,92,1,5,5,5,5,5,5,5,TRUE,FALSE,within a day,100%,50%,1,Central Region,Modern Duplex Penthouse
1.01E+18,Modern Asian Peranakan Gem 3,"Quaint modern well furnished home for students and mid to long term travellers, who enjoy convenience and quiet. Location is excellent, next to the MRT train station, bus stops, medical polyclinic, banks, restaurants, supermarkets and. 30-45 mins train ride to major universities ( NUS, SMU, NTU), 30 mins by car to the city centre, and 40 mins to  Airport. Internet wifi and cable television is available. Light cooking is available in the spacious kitchen. Great for study or work in Singapore.",https://a0.muscache.com/pictures/55776323-63ec-4399-956a-754c753c27ed.jpg,Woodlands,1.430830281,103.7740503,Private room in rental unit,Private room,2,2 shared baths,1,2,57,92,2,4,5,4,3.5,3,3.5,3.5,FALSE,TRUE,within a day,83%,100%,0.23,North Region,Modern Asian Peranakan Gem
1.01E+18,New City Studio Apt/Balcony-Somerset/ Orchard Area,The whole group will enjoy easy access to everything from this centrally located place.,https://a0.muscache.com/pictures/miso/Hosting-1008723963440015334/original/8f510cfa-a4e6-4a06-a592-f8b9ce162c8e.jpeg,River Valley,1.294947574,103.8402012,Entire serviced apartment,Entire home/apt,4,1 bath,1,1,276,2,4,5,5,5,5,5,4.75,4.75,TRUE,FALSE,within an hour,98%,100%,0.29,Central Region,New City Studio AptBalconySomerset Orchard Area
1.01E+18,Standard Queen Room at CBD,Newly renovated hotel room location near the heart of Singapore! <br /><br />All linens are fresh and clean with rooms sanitized after every checkout. <br /><br />Don't miss our Renovation discount price!<br /><br />They is public transportation available near us as well as many cafes/hawkers/restaurant nearby! <br /><br />Important:<br />Our hotel is under renovation status where common area/lobby is still under renovation. <br />POTENTIAL Noise from Renovation may be heard.,https://a0.muscache.com/pictures/miso/Hosting-996212506657357548/original/fc96bdce-3dff-45ea-829b-947d727d2b25.jpeg,Kallang,1.3131906,103.8596966,Room in hotel,Private room,2,1 shared bath,1,1,134,1,51,3.9,3.9,3.82,4.18,4.22,4.25,3.94,TRUE,FALSE,within an hour,100%,100%,3.95,Central Region,Kallang private room
1.01E+18,"Clean & Comfy Single RM @NUS,NUH,Mrt HawPar (107)","K2 Guesthouse is situated near NUS/NUH & Buona Vista. The nearest MRT is Haw Par Villa, a 15 mins walk from the Hotel. All rooms are beautifully furnished with complete clean linens and a clean common bathroom. Coffee, water, and Tea are provided.<br /><br />There’s a shared lobby pantry area for sitting and mingling after work, it's a nice outdoor area for a beer after the hot weather cools off!",https://a0.muscache.com/pictures/miso/Hosting-1009651833336339483/original/b1d8b028-ef24-459a-92a2-5d04088d8f39.jpeg,Queenstown,1.28147397,103.7867015,Room in hotel,Private room,1,1 shared bath,1,1,83,1,2,4,5,5,5,5,5,4.5,TRUE,FALSE,within an hour,100%,99%,0.17,Central Region,Clean Comfy Single RM NUSNUH
